   theta (°),    Si-Si-Si,    F(theta)
     0.05000,     0.00000,     0.00000
     0.15000,     0.00000,     0.00000
     0.25000,     0.00000,     0.00000
     0.35000,     0.00000,     0.00000
     0.45000,     0.00000,     0.00000
     0.55000,     0.00000,     0.00000
     0.65000,     0.00000,     0.00000
     0.75000,     0.00000,     0.00000
     0.85000,     0.00000,     0.00000
     0.95000,     0.00000,     0.00000
     1.05000,     0.00000,     0.00000
     1.15000,     0.00000,     0.00000
     1.25000,     0.00000,     0.00000
     1.35000,     0.00000,     0.00000
     1.45000,     0.00000,     0.00000
     1.55000,     0.00000,     0.00000
     1.65000,     0.00000,     0.00000
     1.75000,     0.00000,     0.00000
     1.85000,     0.00000,     0.00000
     1.95000,     0.00000,     0.00000
     2.05000,     0.00000,     0.00000
     2.15000,     0.00000,     0.00000
     2.25000,     0.00000,     0.00000
     2.35000,     0.00000,     0.00000
     2.45000,     0.00000,     0.00000
     2.55000,     0.00000,     0.00000
     2.65000,     0.00000,     0.00000
     2.75000,     0.00000,     0.00000
     2.85000,     0.00000,     0.00000
     2.95000,     0.00000,     0.00000
     3.05000,     0.00000,     0.00000
     3.15000,     0.00000,     0.00000
     3.25000,     0.00000,     0.00000
     3.35000,     0.00000,     0.00000
     3.45000,     0.00000,     0.00000
     3.55000,     0.00000,     0.00000
     3.65000,     0.00000,     0.00000
     3.75000,     0.00000,     0.00000
     3.85000,     0.00000,     0.00000
     3.95000,     0.00000,     0.00000
     4.05000,     0.00000,     0.00000
     4.15000,     0.00000,     0.00000
     4.25000,     0.00000,     0.00000
     4.35000,     0.00000,     0.00000
     4.45000,     0.00000,     0.00000
     4.55000,     0.00000,     0.00000
     4.65000,     0.00000,     0.00000
     4.75000,     0.00000,     0.00000
     4.85000,     0.00000,     0.00000
     4.95000,     0.00000,     0.00000
     5.05000,     0.00000,     0.00000
     5.15000,     0.00000,     0.00000
     5.25000,     0.00000,     0.00000
     5.35000,     0.00000,     0.00000
     5.45000,     0.00000,     0.00000
     5.55000,     0.00000,     0.00000
     5.65000,     0.00000,     0.00000
     5.75000,     0.00000,     0.00000
     5.85000,     0.00000,     0.00000
     5.95000,     0.00000,     0.00000
     6.05000,     0.00000,     0.00000
     6.15000,     0.00000,     0.00000
     6.25000,     0.00000,     0.00000
     6.35000,     0.00000,     0.00000
     6.45000,     0.00000,     0.00000
     6.55000,     0.00000,     0.00000
     6.65000,     0.00000,     0.00000
     6.75000,     0.00000,     0.00000
     6.85000,     0.00000,     0.00000
     6.95000,     0.00000,     0.00000
     7.05000,     0.00000,     0.00000
     7.15000,     0.00000,     0.00000
     7.25000,     0.00000,     0.00000
     7.35000,     0.00000,     0.00000
     7.45000,     0.00000,     0.00000
     7.55000,     0.00000,     0.00000
     7.65000,     0.00000,     0.00000
     7.75000,     0.00000,     0.00000
     7.85000,     0.00000,     0.00000
     7.95000,     0.00000,     0.00000
     8.05000,     0.00000,     0.00000
     8.15000,     0.00000,     0.00000
     8.25000,     0.00000,     0.00000
     8.35000,     0.00000,     0.00000
     8.45000,     0.00000,     0.00000
     8.55000,     0.00000,     0.00000
     8.65000,     0.00000,     0.00000
     8.75000,     0.00000,     0.00000
     8.85000,     0.00000,     0.00000
     8.95000,     0.00000,     0.00000
     9.05000,     0.00000,     0.00000
     9.15000,     0.00000,     0.00000
     9.25000,     0.00000,     0.00000
     9.35000,     0.00000,     0.00000
     9.45000,     0.00000,     0.00000
     9.55000,     0.00000,     0.00000
     9.65000,     0.00000,     0.00000
     9.75000,     0.00000,     0.00000
     9.85000,     0.00000,     0.00000
     9.95000,     0.00000,     0.00000
    10.05000,     0.00000,     0.00000
    10.15000,     0.00000,     0.00000
    10.25000,     0.00000,     0.00000
    10.35000,     0.00000,     0.00000
    10.45000,     0.00000,     0.00000
    10.55000,     0.00000,     0.00000
    10.65000,     0.00000,     0.00000
    10.75000,     0.00000,     0.00000
    10.85000,     0.00000,     0.00000
    10.95000,     0.00000,     0.00000
    11.05000,     0.00000,     0.00000
    11.15000,     0.00000,     0.00000
    11.25000,     0.00000,     0.00000
    11.35000,     0.00000,     0.00000
    11.45000,     0.00000,     0.00000
    11.55000,     0.00000,     0.00000
    11.65000,     0.00000,     0.00000
    11.75000,     0.00000,     0.00000
    11.85000,     0.00000,     0.00000
    11.95000,     0.00000,     0.00000
    12.05000,     0.00000,     0.00000
    12.15000,     0.00000,     0.00000
    12.25000,     0.00000,     0.00000
    12.35000,     0.00000,     0.00000
    12.45000,     0.00000,     0.00000
    12.55000,     0.00000,     0.00000
    12.65000,     0.00000,     0.00000
    12.75000,     0.00000,     0.00000
    12.85000,     0.00000,     0.00000
    12.95000,     0.00000,     0.00000
    13.05000,     0.00000,     0.00000
    13.15000,     0.00000,     0.00000
    13.25000,     0.00000,     0.00000
    13.35000,     0.00000,     0.00000
    13.45000,     0.00000,     0.00000
    13.55000,     0.00000,     0.00000
    13.65000,     0.00000,     0.00000
    13.75000,     0.00000,     0.00000
    13.85000,     0.00000,     0.00000
    13.95000,     0.00000,     0.00000
    14.05000,     0.00000,     0.00000
    14.15000,     0.00000,     0.00000
    14.25000,     0.00000,     0.00000
    14.35000,     0.00000,     0.00000
    14.45000,     0.00000,     0.00000
    14.55000,     0.00000,     0.00000
    14.65000,     0.00000,     0.00000
    14.75000,     0.00000,     0.00000
    14.85000,     0.00000,     0.00000
    14.95000,     0.00000,     0.00000
    15.05000,     0.00000,     0.00000
    15.15000,     0.00000,     0.00000
    15.25000,     0.00000,     0.00000
    15.35000,     0.00000,     0.00000
    15.45000,     0.00000,     0.00000
    15.55000,     0.00000,     0.00000
    15.65000,     0.00000,     0.00000
    15.75000,     0.00000,     0.00000
    15.85000,     0.00000,     0.00000
    15.95000,     0.00000,     0.00000
    16.05000,     0.00000,     0.00000
    16.15000,     0.00000,     0.00000
    16.25000,     0.00000,     0.00000
    16.35000,     0.00000,     0.00000
    16.45000,     0.00000,     0.00000
    16.55000,     0.00000,     0.00000
    16.65000,     0.00000,     0.00000
    16.75000,     0.00000,     0.00000
    16.85000,     0.00000,     0.00000
    16.95000,     0.00000,     0.00000
    17.05000,     0.00000,     0.00000
    17.15000,     0.00000,     0.00000
    17.25000,     0.00000,     0.00000
    17.35000,     0.00000,     0.00000
    17.45000,     0.00000,     0.00000
    17.55000,     0.00000,     0.00000
    17.65000,     0.00000,     0.00000
    17.75000,     0.00000,     0.00000
    17.85000,     0.00000,     0.00000
    17.95000,     0.00000,     0.00000
